word,normalized_word,rank,priority_score,original_rank,ngsl_rank,supplement_category,oxford_list,oxford_level,nawl_rank,tsl_rank,bsl_rank,sources,notes
skimmer,skimmer,18284,1.617099,17881,,,,,,,,ngsl_sfi_31k,
beefy,beefy,18285,1.616937,17882,,,,,,,,ngsl_sfi_31k,
existent,existent,18286,1.616775,17883,,,,,,,,ngsl_sfi_31k,
ruinous,ruinous,18287,1.616613,17884,,,,,,,,ngsl_sfi_31k,
gooseberry,gooseberry,18288,1.616451,17885,,,,,,,,ngsl_sfi_31k,
intergenerational,intergenerational,18289,1.616289,17886,,,,,,,,ngsl_sfi_31k,
satirize,satirize,18290,1.616127,17887,,,,,,,,ngsl_sfi_31k,
whither,whither,18291,1.615964,17888,,,,,,,,ngsl_sfi_31k,
passerby,passerby,18292,1.615802,17889,,,,,,,,ngsl_sfi_31k,
workbench,workbench,18293,1.615640,17890,,,,,,,,ngsl_sfi_31k,
divisible,divisible,18294,1.615478,17891,,,,,,,,ngsl_sfi_31k,
grantee,grantee,18295,1.615316,17892,,,,,,,,ngsl_sfi_31k,
microbiologist,microbiologist,18296,1.615154,17893,,,,,,,,ngsl_sfi_31k,
dinnertime,dinnertime,18297,1.614992,17894,,,,,,,,ngsl_sfi_31k,
precipitously,precipitously,18298,1.614830,17895,,,,,,,,ngsl_sfi_31k,
ordinate,ordinate,18299,1.614766,26874,,,,,,,1084,bsl_1.2;ngsl_sfi_31k,
humbug,humbug,18300,1.614668,17896,,,,,,,,ngsl_sfi_31k,
balloonist,balloonist,18301,1.614506,17897,,,,,,,,ngsl_sfi_31k,
factually,factually,18302,1.614344,17898,,,,,,,,ngsl_sfi_31k,
zeolite,zeolite,18303,1.614182,17899,,,,,,,,ngsl_sfi_31k,
clunky,clunky,18304,1.614021,17900,,,,,,,,ngsl_sfi_31k,
skyward,skyward,18305,1.613859,17901,,,,,,,,ngsl_sfi_31k,
magisterial,magisterial,18306,1.613697,17902,,,,,,,,ngsl_sfi_31k,
confection,confection,18307,1.613535,17903,,,,,,,,ngsl_sfi_31k,
bankroll,bankroll,18308,1.613373,17904,,,,,,,,ngsl_sfi_31k,
workhorse,workhorse,18309,1.613211,17905,,,,,,,,ngsl_sfi_31k,
garble,garble,18310,1.613049,17906,,,,,,,,ngsl_sfi_31k,
talisman,talisman,18311,1.612887,17907,,,,,,,,ngsl_sfi_31k,
confidentially,confidentially,18312,1.612725,17908,,,,,,,,ngsl_sfi_31k,
debater,debater,18313,1.612563,17909,,,,,,,,ngsl_sfi_31k,
appallingly,appallingly,18314,1.612402,17910,,,,,,,,ngsl_sfi_31k,
lubrication,lubrication,18315,1.612240,17911,,,,,,,,ngsl_sfi_31k,
trespasser,trespasser,18316,1.612078,17912,,,,,,,,ngsl_sfi_31k,
educationalist,educationalist,18317,1.611916,17913,,,,,,,,ngsl_sfi_31k,
shrubbery,shrubbery,18318,1.611754,17914,,,,,,,,ngsl_sfi_31k,
gargoyle,gargoyle,18319,1.611592,17915,,,,,,,,ngsl_sfi_31k,
temporally,temporally,18320,1.611431,17916,,,,,,,,ngsl_sfi_31k,
playhouse,playhouse,18321,1.611269,17917,,,,,,,,ngsl_sfi_31k,
telework,telework,18322,1.611107,17918,,,,,,,,ngsl_sfi_31k,
glandular,glandular,18323,1.610945,17919,,,,,,,,ngsl_sfi_31k,
thermodynamics,thermodynamics,18324,1.610622,17921,,,,,,,,ngsl_sfi_31k,
excrement,excrement,18325,1.610460,17922,,,,,,,,ngsl_sfi_31k,
wellknown,wellknown,18326,1.610298,17923,,,,,,,,ngsl_sfi_31k,
tum,tum,18327,1.610137,17924,,,,,,,,ngsl_sfi_31k,
blogosphere,blogosphere,18328,1.609975,17925,,,,,,,,ngsl_sfi_31k,
insanely,insanely,18329,1.609813,17926,,,,,,,,ngsl_sfi_31k,
apotheosis,apotheosis,18330,1.609651,17927,,,,,,,,ngsl_sfi_31k,
sanctum,sanctum,18331,1.609490,17928,,,,,,,,ngsl_sfi_31k,
bespectacled,bespectacled,18332,1.609328,17929,,,,,,,,ngsl_sfi_31k,
welt,welt,18333,1.609005,17931,,,,,,,,ngsl_sfi_31k,
alluvial,alluvial,18334,1.608843,17932,,,,,,,,ngsl_sfi_31k,
discounter,discounter,18335,1.608681,17933,,,,,,,,ngsl_sfi_31k,
floodgate,floodgate,18336,1.608520,17934,,,,,,,,ngsl_sfi_31k,
neurobiology,neurobiology,18337,1.608358,17935,,,,,,,,ngsl_sfi_31k,
snotty,snotty,18338,1.608197,17936,,,,,,,,ngsl_sfi_31k,
urinal,urinal,18339,1.608035,17937,,,,,,,,ngsl_sfi_31k,
expeditionary,expeditionary,18340,1.607873,17938,,,,,,,,ngsl_sfi_31k,
votive,votive,18341,1.607712,17939,,,,,,,,ngsl_sfi_31k,
fuchsia,fuchsia,18342,1.607550,17940,,,,,,,,ngsl_sfi_31k,
raunchy,raunchy,18343,1.607389,17941,,,,,,,,ngsl_sfi_31k,
midden,midden,18344,1.607227,17942,,,,,,,,ngsl_sfi_31k,
interstitial,interstitial,18345,1.607065,17943,,,,,,,,ngsl_sfi_31k,
coolie,coolie,18346,1.606904,17944,,,,,,,,ngsl_sfi_31k,
apoptosis,apoptosis,18347,1.606742,17945,,,,,,,,ngsl_sfi_31k,
facelift,facelift,18348,1.606581,17946,,,,,,,,ngsl_sfi_31k,
pearly,pearly,18349,1.606419,17947,,,,,,,,ngsl_sfi_31k,
bloodstain,bloodstain,18350,1.606258,17948,,,,,,,,ngsl_sfi_31k,
facetious,facetious,18351,1.606096,17949,,,,,,,,ngsl_sfi_31k,
interchangeably,interchangeably,18352,1.605935,17950,,,,,,,,ngsl_sfi_31k,
grammarian,grammarian,18353,1.605773,17951,,,,,,,,ngsl_sfi_31k,
velvety,velvety,18354,1.605612,17952,,,,,,,,ngsl_sfi_31k,
disinfect,disinfect,18355,1.605450,17953,,,,,,,,ngsl_sfi_31k,
deceleration,deceleration,18356,1.605289,17954,,,,,,,,ngsl_sfi_31k,
scornfully,scornfully,18357,1.605127,17955,,,,,,,,ngsl_sfi_31k,
readout,readout,18358,1.604966,17956,,,,,,,,ngsl_sfi_31k,
interloper,interloper,18359,1.604805,17957,,,,,,,,ngsl_sfi_31k,
deferral,deferral,18360,1.604643,17958,,,,,,,,ngsl_sfi_31k,
loopy,loopy,18361,1.604482,17959,,,,,,,,ngsl_sfi_31k,
bullion,bullion,18362,1.604320,17960,,,,,,,,ngsl_sfi_31k,
uncountable,uncountable,18363,1.604159,17961,,,,,,,,ngsl_sfi_31k,
cherub,cherub,18364,1.603998,17962,,,,,,,,ngsl_sfi_31k,
cymbal,cymbal,18365,1.603836,17963,,,,,,,,ngsl_sfi_31k,
irresistibly,irresistibly,18366,1.603675,17964,,,,,,,,ngsl_sfi_31k,
caveman,caveman,18367,1.603513,17965,,,,,,,,ngsl_sfi_31k,
elegiac,elegiac,18368,1.603352,17966,,,,,,,,ngsl_sfi_31k,
orthography,orthography,18369,1.603191,17967,,,,,,,,ngsl_sfi_31k,
bevy,bevy,18370,1.603029,17968,,,,,,,,ngsl_sfi_31k,
antithetical,antithetical,18371,1.602868,17969,,,,,,,,ngsl_sfi_31k,
symbiosis,symbiosis,18372,1.602707,17970,,,,,,,,ngsl_sfi_31k,
paracetamol,paracetamol,18373,1.602546,17971,,,,,,,,ngsl_sfi_31k,
loader,loader,18374,1.602384,17972,,,,,,,,ngsl_sfi_31k,
drunkard,drunkard,18375,1.602223,17973,,,,,,,,ngsl_sfi_31k,
dehydrogenase,dehydrogenase,18376,1.602062,17974,,,,,,,,ngsl_sfi_31k,
viper,viper,18377,1.601900,17975,,,,,,,,ngsl_sfi_31k,
innately,innately,18378,1.601739,17976,,,,,,,,ngsl_sfi_31k,
rabble,rabble,18379,1.601578,17977,,,,,,,,ngsl_sfi_31k,
cashew,cashew,18380,1.601417,17978,,,,,,,,ngsl_sfi_31k,
pretender,pretender,18381,1.601255,17979,,,,,,,,ngsl_sfi_31k,
juniper,juniper,18382,1.601094,17980,,,,,,,,ngsl_sfi_31k,
legalistic,legalistic,18383,1.600933,17981,,,,,,,,ngsl_sfi_31k,
peremptory,peremptory,18384,1.600772,17982,,,,,,,,ngsl_sfi_31k,
hibernate,hibernate,18385,1.600611,17983,,,,,,,,ngsl_sfi_31k,
incalculable,incalculable,18386,1.600449,17984,,,,,,,,ngsl_sfi_31k,
rusher,rusher,18387,1.600288,17985,,,,,,,,ngsl_sfi_31k,
crematorium,crematorium,18388,1.600127,17986,,,,,,,,ngsl_sfi_31k,
spitfire,spitfire,18389,1.599966,17987,,,,,,,,ngsl_sfi_31k,
lacrosse,lacrosse,18390,1.599805,17988,,,,,,,,ngsl_sfi_31k,
bloodthirsty,bloodthirsty,18391,1.599644,17989,,,,,,,,ngsl_sfi_31k,
nightgown,nightgown,18392,1.599482,17990,,,,,,,,ngsl_sfi_31k,
downtime,downtime,18393,1.599321,17991,,,,,,,,ngsl_sfi_31k,
sleeveless,sleeveless,18394,1.599160,17992,,,,,,,,ngsl_sfi_31k,
retrial,retrial,18395,1.598999,17993,,,,,,,,ngsl_sfi_31k,
plaything,plaything,18396,1.598838,17994,,,,,,,,ngsl_sfi_31k,
subsurface,subsurface,18397,1.598677,17995,,,,,,,,ngsl_sfi_31k,
telecommute,telecommute,18398,1.598516,17996,,,,,,,,ngsl_sfi_31k,
subatomic,subatomic,18399,1.598355,17997,,,,,,,,ngsl_sfi_31k,
demographer,demographer,18400,1.598194,17998,,,,,,,,ngsl_sfi_31k,
ornithologist,ornithologist,18401,1.598033,17999,,,,,,,,ngsl_sfi_31k,
wordless,wordless,18402,1.597872,18000,,,,,,,,ngsl_sfi_31k,
pirouette,pirouette,18403,1.597711,18001,,,,,,,,ngsl_sfi_31k,
cohesiveness,cohesiveness,18404,1.597550,18002,,,,,,,,ngsl_sfi_31k,
godsend,godsend,18405,1.597389,18003,,,,,,,,ngsl_sfi_31k,
plenum,plenum,18406,1.597227,18004,,,,,,,,ngsl_sfi_31k,
roadwork,roadwork,18407,1.597066,18005,,,,,,,,ngsl_sfi_31k,
weightless,weightless,18408,1.596905,18006,,,,,,,,ngsl_sfi_31k,
buttery,buttery,18409,1.596745,18007,,,,,,,,ngsl_sfi_31k,
oratorio,oratorio,18410,1.596584,18008,,,,,,,,ngsl_sfi_31k,
inattentive,inattentive,18411,1.596423,18009,,,,,,,,ngsl_sfi_31k,
sou,sou,18412,1.596262,18010,,,,,,,,ngsl_sfi_31k,
bronchial,bronchial,18413,1.596101,18011,,,,,,,,ngsl_sfi_31k,
mohair,mohair,18414,1.595940,18012,,,,,,,,ngsl_sfi_31k,
cunningly,cunningly,18415,1.595779,18013,,,,,,,,ngsl_sfi_31k,
prosthesis,prosthesis,18416,1.595618,18014,,,,,,,,ngsl_sfi_31k,
baroness,baroness,18417,1.595457,18015,,,,,,,,ngsl_sfi_31k,
comptroller,comptroller,18418,1.595296,18016,,,,,,,,ngsl_sfi_31k,
dentistry,dentistry,18419,1.595135,18017,,,,,,,,ngsl_sfi_31k,
shipowner,shipowner,18420,1.594974,18018,,,,,,,,ngsl_sfi_31k,
gamer,gamer,18421,1.594813,18019,,,,,,,,ngsl_sfi_31k,
accoutrement,accoutrement,18422,1.594653,18020,,,,,,,,ngsl_sfi_31k,
turnkey,turnkey,18423,1.594492,18021,,,,,,,,ngsl_sfi_31k,
corticosteroid,corticosteroid,18424,1.594331,18022,,,,,,,,ngsl_sfi_31k,
immobility,immobility,18425,1.594170,18023,,,,,,,,ngsl_sfi_31k,
lactic,lactic,18426,1.594009,18024,,,,,,,,ngsl_sfi_31k,
neatness,neatness,18427,1.593848,18025,,,,,,,,ngsl_sfi_31k,
turnstile,turnstile,18428,1.593688,18026,,,,,,,,ngsl_sfi_31k,
gallantry,gallantry,18429,1.593527,18027,,,,,,,,ngsl_sfi_31k,
hookup,hookup,18430,1.593366,18028,,,,,,,,ngsl_sfi_31k,
ouster,ouster,18431,1.593205,18029,,,,,,,,ngsl_sfi_31k,
flatmate,flatmate,18432,1.593044,18030,,,,,,,,ngsl_sfi_31k,
anvil,anvil,18433,1.592884,18031,,,,,,,,ngsl_sfi_31k,
parsnip,parsnip,18434,1.592723,18032,,,,,,,,ngsl_sfi_31k,
waterside,waterside,18435,1.592562,18033,,,,,,,,ngsl_sfi_31k,
boa,boa,18436,1.592401,18034,,,,,,,,ngsl_sfi_31k,
handpick,handpick,18437,1.592241,18035,,,,,,,,ngsl_sfi_31k,
crossbow,crossbow,18438,1.592080,18036,,,,,,,,ngsl_sfi_31k,
authentically,authentically,18439,1.591919,18037,,,,,,,,ngsl_sfi_31k,
reverb,reverb,18440,1.591758,18038,,,,,,,,ngsl_sfi_31k,
raptor,raptor,18441,1.591598,18039,,,,,,,,ngsl_sfi_31k,
inbound,inbound,18442,1.591437,18040,,,,,,,,ngsl_sfi_31k,
biochemist,biochemist,18443,1.591276,18041,,,,,,,,ngsl_sfi_31k,
diarist,diarist,18444,1.591116,18042,,,,,,,,ngsl_sfi_31k,
fundholding,fundholding,18445,1.590955,18043,,,,,,,,ngsl_sfi_31k,
tutelage,tutelage,18446,1.590634,18045,,,,,,,,ngsl_sfi_31k,
blackcurrant,blackcurrant,18447,1.590473,18046,,,,,,,,ngsl_sfi_31k,
wok,wok,18448,1.590313,18047,,,,,,,,ngsl_sfi_31k,
emporium,emporium,18449,1.590152,18048,,,,,,,,ngsl_sfi_31k,
unaccountably,unaccountably,18450,1.589991,18049,,,,,,,,ngsl_sfi_31k,
entrap,entrap,18451,1.589831,18050,,,,,,,,ngsl_sfi_31k,
expressiveness,expressiveness,18452,1.589670,18051,,,,,,,,ngsl_sfi_31k,
cantaloupe,cantaloupe,18453,1.589510,18052,,,,,,,,ngsl_sfi_31k,
gimme,gimme,18454,1.589349,18053,,,,,,,,ngsl_sfi_31k,
springy,springy,18455,1.589188,18054,,,,,,,,ngsl_sfi_31k,
pedagogic,pedagogic,18456,1.589028,18055,,,,,,,,ngsl_sfi_31k,
wright,wright,18457,1.588867,18056,,,,,,,,ngsl_sfi_31k,
moralize,moralize,18458,1.588707,18057,,,,,,,,ngsl_sfi_31k,
mimicry,mimicry,18459,1.588546,18058,,,,,,,,ngsl_sfi_31k,
cytotoxic,cytotoxic,18460,1.588386,18059,,,,,,,,ngsl_sfi_31k,
secessionist,secessionist,18461,1.588225,18060,,,,,,,,ngsl_sfi_31k,
extramarital,extramarital,18462,1.588065,18061,,,,,,,,ngsl_sfi_31k,
scrunch,scrunch,18463,1.587904,18062,,,,,,,,ngsl_sfi_31k,
procrastinate,procrastinate,18464,1.587744,18063,,,,,,,,ngsl_sfi_31k,
bung,bung,18465,1.587583,18064,,,,,,,,ngsl_sfi_31k,
hardball,hardball,18466,1.587423,18065,,,,,,,,ngsl_sfi_31k,
hanky,hanky,18467,1.587262,18066,,,,,,,,ngsl_sfi_31k,
nihilism,nihilism,18468,1.587102,18067,,,,,,,,ngsl_sfi_31k,
intergroup,intergroup,18469,1.586941,18068,,,,,,,,ngsl_sfi_31k,
silliness,silliness,18470,1.586781,18069,,,,,,,,ngsl_sfi_31k,
submersible,submersible,18471,1.586621,18070,,,,,,,,ngsl_sfi_31k,
woodcut,woodcut,18472,1.586300,18072,,,,,,,,ngsl_sfi_31k,
seer,seer,18473,1.586139,18073,,,,,,,,ngsl_sfi_31k,
activator,activator,18474,1.585979,18074,,,,,,,,ngsl_sfi_31k,
subsidiarity,subsidiarity,18475,1.585819,18075,,,,,,,,ngsl_sfi_31k,
hater,hater,18476,1.585658,18076,,,,,,,,ngsl_sfi_31k,
sharecropper,sharecropper,18477,1.585498,18077,,,,,,,,ngsl_sfi_31k,
seesaw,seesaw,18478,1.585338,18078,,,,,,,,ngsl_sfi_31k,
extracurricular,extracurricular,18479,1.585177,18079,,,,,,,,ngsl_sfi_31k,
expunge,expunge,18480,1.585017,18080,,,,,,,,ngsl_sfi_31k,
sanctify,sanctify,18481,1.584857,18081,,,,,,,,ngsl_sfi_31k,
retouch,retouch,18482,1.584696,18082,,,,,,,,ngsl_sfi_31k,
glucocorticoid,glucocorticoid,18483,1.584536,18083,,,,,,,,ngsl_sfi_31k,
disjunction,disjunction,18484,1.584376,18084,,,,,,,,ngsl_sfi_31k,
prefigure,prefigure,18485,1.584215,18085,,,,,,,,ngsl_sfi_31k,
disadvantageous,disadvantageous,18486,1.584055,18086,,,,,,,,ngsl_sfi_31k,
fatwa,fatwa,18487,1.583895,18087,,,,,,,,ngsl_sfi_31k,
homeward,homeward,18488,1.583735,18088,,,,,,,,ngsl_sfi_31k,
obligingly,obligingly,18489,1.583574,18089,,,,,,,,ngsl_sfi_31k,
puffin,puffin,18490,1.583414,18090,,,,,,,,ngsl_sfi_31k,
fallible,fallible,18491,1.583254,18091,,,,,,,,ngsl_sfi_31k,
tarpaulin,tarpaulin,18492,1.583094,18092,,,,,,,,ngsl_sfi_31k,
pygmy,pygmy,18493,1.582933,18093,,,,,,,,ngsl_sfi_31k,
topaz,topaz,18494,1.582773,18094,,,,,,,,ngsl_sfi_31k,
provocatively,provocatively,18495,1.582613,18095,,,,,,,,ngsl_sfi_31k,
appreciatively,appreciatively,18496,1.582453,18096,,,,,,,,ngsl_sfi_31k,
cabby,cabby,18497,1.582293,18097,,,,,,,,ngsl_sfi_31k,
sulfuric,sulfuric,18498,1.582132,18098,,,,,,,,ngsl_sfi_31k,
educative,educative,18499,1.581972,18099,,,,,,,,ngsl_sfi_31k,
dielectric,dielectric,18500,1.581812,18100,,,,,,,,ngsl_sfi_31k,
playbook,playbook,18501,1.581652,18101,,,,,,,,ngsl_sfi_31k,
neuropathy,neuropathy,18502,1.581492,18102,,,,,,,,ngsl_sfi_31k,
vocalize,vocalize,18503,1.581332,18103,,,,,,,,ngsl_sfi_31k,
expandable,expandable,18504,1.581172,18104,,,,,,,,ngsl_sfi_31k,
predefine,predefine,18505,1.581011,18105,,,,,,,,ngsl_sfi_31k,
stealthy,stealthy,18506,1.580851,18106,,,,,,,,ngsl_sfi_31k,
publican,publican,18507,1.580691,18107,,,,,,,,ngsl_sfi_31k,
flax,flax,18508,1.580531,18108,,,,,,,,ngsl_sfi_31k,
dusky,dusky,18509,1.580371,18109,,,,,,,,ngsl_sfi_31k,
chomp,chomp,18510,1.580211,18110,,,,,,,,ngsl_sfi_31k,
watermark,watermark,18511,1.580051,18111,,,,,,,,ngsl_sfi_31k,
stepdaughter,stepdaughter,18512,1.579891,18112,,,,,,,,ngsl_sfi_31k,
blameless,blameless,18513,1.579731,18113,,,,,,,,ngsl_sfi_31k,
consumable,consumable,18514,1.579571,18114,,,,,,,,ngsl_sfi_31k,
raccoon,raccoon,18515,1.579411,18115,,,,,,,,ngsl_sfi_31k,
septal,septal,18516,1.579251,18116,,,,,,,,ngsl_sfi_31k,
erratically,erratically,18517,1.579091,18117,,,,,,,,ngsl_sfi_31k,
tween,tween,18518,1.578931,18118,,,,,,,,ngsl_sfi_31k,
injurious,injurious,18519,1.578771,18119,,,,,,,,ngsl_sfi_31k,
amine,amine,18520,1.578611,18120,,,,,,,,ngsl_sfi_31k,
spotter,spotter,18521,1.578451,18121,,,,,,,,ngsl_sfi_31k,
cooperatively,cooperatively,18522,1.578291,18122,,,,,,,,ngsl_sfi_31k,
backache,backache,18523,1.578131,18123,,,,,,,,ngsl_sfi_31k,
stratigraphical,stratigraphical,18524,1.577971,18124,,,,,,,,ngsl_sfi_31k,
transducer,transducer,18525,1.577811,18125,,,,,,,,ngsl_sfi_31k,
masterwork,masterwork,18526,1.577651,18126,,,,,,,,ngsl_sfi_31k,
equinox,equinox,18527,1.577491,18127,,,,,,,,ngsl_sfi_31k,
kneecap,kneecap,18528,1.577331,18128,,,,,,,,ngsl_sfi_31k,
backdoor,backdoor,18529,1.577171,18129,,,,,,,,ngsl_sfi_31k,
unidirectional,unidirectional,18530,1.577012,18130,,,,,,,,ngsl_sfi_31k,
cinch,cinch,18531,1.576852,18131,,,,,,,,ngsl_sfi_31k,
unclaimed,unclaimed,18532,1.576692,18132,,,,,,,,ngsl_sfi_31k,
noncompliance,noncompliance,18533,1.576532,18133,,,,,,,,ngsl_sfi_31k,
sari,sari,18534,1.576372,18134,,,,,,,,ngsl_sfi_31k,
reclassify,reclassify,18535,1.576212,18135,,,,,,,,ngsl_sfi_31k,
faggot,faggot,18536,1.576052,18136,,,,,,,,ngsl_sfi_31k,
unburden,unburden,18537,1.575893,18137,,,,,,,,ngsl_sfi_31k,
minke,minke,18538,1.575733,18138,,,,,,,,ngsl_sfi_31k,
polka,polka,18539,1.575573,18139,,,,,,,,ngsl_sfi_31k,
reformulation,reformulation,18540,1.575413,18140,,,,,,,,ngsl_sfi_31k,
intercontinental,intercontinental,18541,1.575253,18141,,,,,,,,ngsl_sfi_31k,
heist,heist,18542,1.575094,18142,,,,,,,,ngsl_sfi_31k,
escapism,escapism,18543,1.574934,18143,,,,,,,,ngsl_sfi_31k,
crustal,crustal,18544,1.574774,18144,,,,,,,,ngsl_sfi_31k,
creeper,creeper,18545,1.574614,18145,,,,,,,,ngsl_sfi_31k,
unthink,unthink,18546,1.574454,18146,,,,,,,,ngsl_sfi_31k,
concessionary,concessionary,18547,1.574295,18147,,,,,,,,ngsl_sfi_31k,
amazon,amazon,18548,1.574135,18148,,,,,,,,ngsl_sfi_31k,
spillage,spillage,18549,1.573975,18149,,,,,,,,ngsl_sfi_31k,
gleeful,gleeful,18550,1.573816,18150,,,,,,,,ngsl_sfi_31k,
sequin,sequin,18551,1.573656,18151,,,,,,,,ngsl_sfi_31k,
thimerosal,thimerosal,18552,1.573496,18152,,,,,,,,ngsl_sfi_31k,
heroically,heroically,18553,1.573337,18153,,,,,,,,ngsl_sfi_31k,
salve,salve,18554,1.573177,18154,,,,,,,,ngsl_sfi_31k,
hippo,hippo,18555,1.573017,18155,,,,,,,,ngsl_sfi_31k,
hysteric,hysteric,18556,1.572857,18156,,,,,,,,ngsl_sfi_31k,
satanic,satanic,18557,1.572698,18157,,,,,,,,ngsl_sfi_31k,
enfold,enfold,18558,1.572538,18158,,,,,,,,ngsl_sfi_31k,
turtleneck,turtleneck,18559,1.572379,18159,,,,,,,,ngsl_sfi_31k,
hideously,hideously,18560,1.572219,18160,,,,,,,,ngsl_sfi_31k,
tarp,tarp,18561,1.572059,18161,,,,,,,,ngsl_sfi_31k,
pulverize,pulverize,18562,1.571900,18162,,,,,,,,ngsl_sfi_31k,
iridescent,iridescent,18563,1.571740,18163,,,,,,,,ngsl_sfi_31k,
perversity,perversity,18564,1.571581,18164,,,,,,,,ngsl_sfi_31k,
confessor,confessor,18565,1.571421,18165,,,,,,,,ngsl_sfi_31k,
theistic,theistic,18566,1.571261,18166,,,,,,,,ngsl_sfi_31k,
alp,alp,18567,1.571102,18167,,,,,,,,ngsl_sfi_31k,
flatbed,flatbed,18568,1.570942,18168,,,,,,,,ngsl_sfi_31k,
reptilian,reptilian,18569,1.570783,18169,,,,,,,,ngsl_sfi_31k,
tun,tun,18570,1.570623,18170,,,,,,,,ngsl_sfi_31k,
guile,guile,18571,1.570464,18171,,,,,,,,ngsl_sfi_31k,
profligate,profligate,18572,1.570304,18172,,,,,,,,ngsl_sfi_31k,
hieroglyph,hieroglyph,18573,1.570145,18173,,,,,,,,ngsl_sfi_31k,
blaster,blaster,18574,1.569985,18174,,,,,,,,ngsl_sfi_31k,
apical,apical,18575,1.569826,18175,,,,,,,,ngsl_sfi_31k,
loon,loon,18576,1.569666,18176,,,,,,,,ngsl_sfi_31k,
repairman,repairman,18577,1.569507,18177,,,,,,,,ngsl_sfi_31k,
merriment,merriment,18578,1.569347,18178,,,,,,,,ngsl_sfi_31k,
vagabond,vagabond,18579,1.569188,18179,,,,,,,,ngsl_sfi_31k,
entreat,entreat,18580,1.569028,18180,,,,,,,,ngsl_sfi_31k,
thinness,thinness,18581,1.568869,18181,,,,,,,,ngsl_sfi_31k,
unprovoked,unprovoked,18582,1.568709,18182,,,,,,,,ngsl_sfi_31k,
administratively,administratively,18583,1.568550,18183,,,,,,,,ngsl_sfi_31k,
virginal,virginal,18584,1.568391,18184,,,,,,,,ngsl_sfi_31k,
carter,carter,18585,1.568231,18185,,,,,,,,ngsl_sfi_31k,
creme,creme,18586,1.568072,18186,,,,,,,,ngsl_sfi_31k,
swanky,swanky,18587,1.567912,18187,,,,,,,,ngsl_sfi_31k,
panoply,panoply,18588,1.567753,18188,,,,,,,,ngsl_sfi_31k,
evangelism,evangelism,18589,1.567594,18189,,,,,,,,ngsl_sfi_31k,
aversive,aversive,18590,1.567434,18190,,,,,,,,ngsl_sfi_31k,
damnation,damnation,18591,1.567275,18191,,,,,,,,ngsl_sfi_31k,
refresher,refresher,18592,1.567116,18192,,,,,,,,ngsl_sfi_31k,
smallness,smallness,18593,1.566956,18193,,,,,,,,ngsl_sfi_31k,
civics,civics,18594,1.566797,18194,,,,,,,,ngsl_sfi_31k,
draughtsman,draughtsman,18595,1.566638,18195,,,,,,,,ngsl_sfi_31k,
unclutter,unclutter,18596,1.566478,18196,,,,,,,,ngsl_sfi_31k,
hardline,hardline,18597,1.566319,18197,,,,,,,,ngsl_sfi_31k,
aubergine,aubergine,18598,1.566160,18198,,,,,,,,ngsl_sfi_31k,
dawdle,dawdle,18599,1.566000,18199,,,,,,,,ngsl_sfi_31k,
hitchhike,hitchhike,18600,1.565841,18200,,,,,,,,ngsl_sfi_31k,
conjugal,conjugal,18601,1.565682,18201,,,,,,,,ngsl_sfi_31k,
quizzical,quizzical,18602,1.565523,18202,,,,,,,,ngsl_sfi_31k,
nauseous,nauseous,18603,1.565363,18203,,,,,,,,ngsl_sfi_31k,
girlish,girlish,18604,1.565204,18204,,,,,,,,ngsl_sfi_31k,
pillory,pillory,18605,1.564886,18206,,,,,,,,ngsl_sfi_31k,
wakefulness,wakefulness,18606,1.564726,18207,,,,,,,,ngsl_sfi_31k,
pliable,pliable,18607,1.564567,18208,,,,,,,,ngsl_sfi_31k,
serenely,serenely,18608,1.564408,18209,,,,,,,,ngsl_sfi_31k,
derisive,derisive,18609,1.564249,18210,,,,,,,,ngsl_sfi_31k,
unshaven,unshaven,18610,1.564090,18211,,,,,,,,ngsl_sfi_31k,
watercress,watercress,18611,1.563930,18212,,,,,,,,ngsl_sfi_31k,
gonorrhea,gonorrhea,18612,1.563771,18213,,,,,,,,ngsl_sfi_31k,
lout,lout,18613,1.563612,18214,,,,,,,,ngsl_sfi_31k,
starlight,starlight,18614,1.563453,18215,,,,,,,,ngsl_sfi_31k,
optics,optics,18615,1.563294,18216,,,,,,,,ngsl_sfi_31k,
doer,doer,18616,1.563135,18217,,,,,,,,ngsl_sfi_31k,
abattoir,abattoir,18617,1.562976,18218,,,,,,,,ngsl_sfi_31k,
diffident,diffident,18618,1.562817,18219,,,,,,,,ngsl_sfi_31k,
guffaw,guffaw,18619,1.562657,18220,,,,,,,,ngsl_sfi_31k,
bodywork,bodywork,18620,1.562498,18221,,,,,,,,ngsl_sfi_31k,
optician,optician,18621,1.562339,18222,,,,,,,,ngsl_sfi_31k,
reinterpretation,reinterpretation,18622,1.562180,18223,,,,,,,,ngsl_sfi_31k,
chock,chock,18623,1.562021,18224,,,,,,,,ngsl_sfi_31k,
procreation,procreation,18624,1.561862,18225,,,,,,,,ngsl_sfi_31k,
infrastructural,infrastructural,18625,1.561703,18226,,,,,,,,ngsl_sfi_31k,
kilowatt,kilowatt,18626,1.561544,18227,,,,,,,,ngsl_sfi_31k,
republish,republish,18627,1.561385,18228,,,,,,,,ngsl_sfi_31k,
domiciliary,domiciliary,18628,1.561226,18229,,,,,,,,ngsl_sfi_31k,
lamentable,lamentable,18629,1.561067,18230,,,,,,,,ngsl_sfi_31k,
