word,normalized_word,rank,priority_score,original_rank,ngsl_rank,supplement_category,oxford_list,oxford_level,nawl_rank,tsl_rank,bsl_rank,sources,notes
eggplant,eggplant,17938,1.673574,17536,,,,,,,,ngsl_sfi_31k,
outfield,outfield,17939,1.673409,17537,,,,,,,,ngsl_sfi_31k,
larynx,larynx,17940,1.673244,17538,,,,,,,,ngsl_sfi_31k,
trampoline,trampoline,17941,1.673079,17539,,,,,,,,ngsl_sfi_31k,
creditable,creditable,17942,1.672913,17540,,,,,,,,ngsl_sfi_31k,
tailback,tailback,17943,1.672748,17541,,,,,,,,ngsl_sfi_31k,
minaret,minaret,17944,1.672583,17542,,,,,,,,ngsl_sfi_31k,
collateralize,collateralize,17945,1.672418,17543,,,,,,,,ngsl_sfi_31k,
threadbare,threadbare,17946,1.672252,17544,,,,,,,,ngsl_sfi_31k,
misogyny,misogyny,17947,1.672087,17545,,,,,,,,ngsl_sfi_31k,
diametrically,diametrically,17948,1.671922,17546,,,,,,,,ngsl_sfi_31k,
ascendant,ascendant,17949,1.671757,17547,,,,,,,,ngsl_sfi_31k,
lovemaking,lovemaking,17950,1.671591,17548,,,,,,,,ngsl_sfi_31k,
ravenous,ravenous,17951,1.671426,17549,,,,,,,,ngsl_sfi_31k,
forbearance,forbearance,17952,1.671261,17550,,,,,,,,ngsl_sfi_31k,
finitely,finitely,17953,1.671096,17551,,,,,,,,ngsl_sfi_31k,
prudently,prudently,17954,1.670931,17552,,,,,,,,ngsl_sfi_31k,
rehash,rehash,17955,1.670766,17553,,,,,,,,ngsl_sfi_31k,
nope,nope,17956,1.670600,17554,,,,,,,,ngsl_sfi_31k,
constructivist,constructivist,17957,1.670435,17555,,,,,,,,ngsl_sfi_31k,
convulse,convulse,17958,1.670270,17556,,,,,,,,ngsl_sfi_31k,
anaphase,anaphase,17959,1.670105,17557,,,,,,,,ngsl_sfi_31k,
scratchy,scratchy,17960,1.669940,17558,,,,,,,,ngsl_sfi_31k,
needlework,needlework,17961,1.669775,17559,,,,,,,,ngsl_sfi_31k,
interagency,interagency,17962,1.669610,17560,,,,,,,,ngsl_sfi_31k,
triangulation,triangulation,17963,1.669445,17561,,,,,,,,ngsl_sfi_31k,
leotard,leotard,17964,1.669280,17562,,,,,,,,ngsl_sfi_31k,
flay,flay,17965,1.669115,17563,,,,,,,,ngsl_sfi_31k,
sobriety,sobriety,17966,1.668950,17564,,,,,,,,ngsl_sfi_31k,
emulator,emulator,17967,1.668785,17565,,,,,,,,ngsl_sfi_31k,
flippant,flippant,17968,1.668620,17566,,,,,,,,ngsl_sfi_31k,
concurrence,concurrence,17969,1.668455,17567,,,,,,,,ngsl_sfi_31k,
contrivance,contrivance,17970,1.668290,17568,,,,,,,,ngsl_sfi_31k,
rectification,rectification,17971,1.668125,17569,,,,,,,,ngsl_sfi_31k,
lunacy,lunacy,17972,1.667960,17570,,,,,,,,ngsl_sfi_31k,
halter,halter,17973,1.667795,17571,,,,,,,,ngsl_sfi_31k,
upriver,upriver,17974,1.667630,17572,,,,,,,,ngsl_sfi_31k,
loafer,loafer,17975,1.667465,17573,,,,,,,,ngsl_sfi_31k,
cranial,cranial,17976,1.667300,17574,,,,,,,,ngsl_sfi_31k,
suave,suave,17977,1.667135,17575,,,,,,,,ngsl_sfi_31k,
erudition,erudition,17978,1.666970,17576,,,,,,,,ngsl_sfi_31k,
defile,defile,17979,1.666805,17577,,,,,,,,ngsl_sfi_31k,
moralistic,moralistic,17980,1.666640,17578,,,,,,,,ngsl_sfi_31k,
tinsel,tinsel,17981,1.666475,17579,,,,,,,,ngsl_sfi_31k,
eukaryotic,eukaryotic,17982,1.666310,17580,,,,,,,,ngsl_sfi_31k,
deface,deface,17983,1.666145,17581,,,,,,,,ngsl_sfi_31k,
syntactically,syntactically,17984,1.665980,17582,,,,,,,,ngsl_sfi_31k,
coastguard,coastguard,17985,1.665816,17583,,,,,,,,ngsl_sfi_31k,
postmenopausal,postmenopausal,17986,1.665651,17584,,,,,,,,ngsl_sfi_31k,
haggard,haggard,17987,1.665486,17585,,,,,,,,ngsl_sfi_31k,
dynamo,dynamo,17988,1.665321,17586,,,,,,,,ngsl_sfi_31k,
nuptial,nuptial,17989,1.665156,17587,,,,,,,,ngsl_sfi_31k,
chancel,chancel,17990,1.664991,17588,,,,,,,,ngsl_sfi_31k,
houseboat,houseboat,17991,1.664827,17589,,,,,,,,ngsl_sfi_31k,
remediation,remediation,17992,1.664662,17590,,,,,,,,ngsl_sfi_31k,
bilaterally,bilaterally,17993,1.664497,17591,,,,,,,,ngsl_sfi_31k,
transference,transference,17994,1.664332,17592,,,,,,,,ngsl_sfi_31k,
wend,wend,17995,1.664167,17593,,,,,,,,ngsl_sfi_31k,
transsexual,transsexual,17996,1.664003,17594,,,,,,,,ngsl_sfi_31k,
tonsil,tonsil,17997,1.663838,17595,,,,,,,,ngsl_sfi_31k,
booby,booby,17998,1.663673,17596,,,,,,,,ngsl_sfi_31k,
besot,besot,17999,1.663508,17597,,,,,,,,ngsl_sfi_31k,
packer,packer,18000,1.663344,17598,,,,,,,,ngsl_sfi_31k,
croquet,croquet,18001,1.663179,17599,,,,,,,,ngsl_sfi_31k,
okra,okra,18002,1.663014,17600,,,,,,,,ngsl_sfi_31k,
cannibal,cannibal,18003,1.662850,17601,,,,,,,,ngsl_sfi_31k,
miter,miter,18004,1.662685,17602,,,,,,,,ngsl_sfi_31k,
verderer,verderer,18005,1.662520,17603,,,,,,,,ngsl_sfi_31k,
chaise,chaise,18006,1.662356,17604,,,,,,,,ngsl_sfi_31k,
sketchbook,sketchbook,18007,1.662191,17605,,,,,,,,ngsl_sfi_31k,
immunology,immunology,18008,1.662026,17606,,,,,,,,ngsl_sfi_31k,
joust,joust,18009,1.661862,17607,,,,,,,,ngsl_sfi_31k,
topographic,topographic,18010,1.661697,17608,,,,,,,,ngsl_sfi_31k,
sorrowful,sorrowful,18011,1.661532,17609,,,,,,,,ngsl_sfi_31k,
serf,serf,18012,1.661368,17610,,,,,,,,ngsl_sfi_31k,
instigator,instigator,18013,1.661203,17611,,,,,,,,ngsl_sfi_31k,
taffeta,taffeta,18014,1.661039,17612,,,,,,,,ngsl_sfi_31k,
unafraid,unafraid,18015,1.660874,17613,,,,,,,,ngsl_sfi_31k,
wanker,wanker,18016,1.660709,17614,,,,,,,,ngsl_sfi_31k,
unclassified,unclassified,18017,1.660545,17615,,,,,,,,ngsl_sfi_31k,
irrefutable,irrefutable,18018,1.660380,17616,,,,,,,,ngsl_sfi_31k,
courtesan,courtesan,18019,1.660216,17617,,,,,,,,ngsl_sfi_31k,
obstetrics,obstetrics,18020,1.660051,17618,,,,,,,,ngsl_sfi_31k,
biodegradable,biodegradable,18021,1.659887,17619,,,,,,,,ngsl_sfi_31k,
inactivation,inactivation,18022,1.659722,17620,,,,,,,,ngsl_sfi_31k,
devilish,devilish,18023,1.659558,17621,,,,,,,,ngsl_sfi_31k,
mudslide,mudslide,18024,1.659393,17622,,,,,,,,ngsl_sfi_31k,
conservator,conservator,18025,1.659229,17623,,,,,,,,ngsl_sfi_31k,
knoll,knoll,18026,1.659064,17624,,,,,,,,ngsl_sfi_31k,
aftershock,aftershock,18027,1.658900,17625,,,,,,,,ngsl_sfi_31k,
craziness,craziness,18028,1.658735,17626,,,,,,,,ngsl_sfi_31k,
unicorn,unicorn,18029,1.658571,17627,,,,,,,,ngsl_sfi_31k,
gutsy,gutsy,18030,1.658406,17628,,,,,,,,ngsl_sfi_31k,
idyll,idyll,18031,1.658242,17629,,,,,,,,ngsl_sfi_31k,
charmer,charmer,18032,1.658078,17630,,,,,,,,ngsl_sfi_31k,
trestle,trestle,18033,1.657913,17631,,,,,,,,ngsl_sfi_31k,
horseradish,horseradish,18034,1.657749,17632,,,,,,,,ngsl_sfi_31k,
schoolday,schoolday,18035,1.657584,17633,,,,,,,,ngsl_sfi_31k,
redemptive,redemptive,18036,1.657420,17634,,,,,,,,ngsl_sfi_31k,
adornment,adornment,18037,1.657256,17635,,,,,,,,ngsl_sfi_31k,
impregnable,impregnable,18038,1.657091,17636,,,,,,,,ngsl_sfi_31k,
consecutively,consecutively,18039,1.656927,17637,,,,,,,,ngsl_sfi_31k,
undignified,undignified,18040,1.656762,17638,,,,,,,,ngsl_sfi_31k,
tang,tang,18041,1.656598,17639,,,,,,,,ngsl_sfi_31k,
inhaler,inhaler,18042,1.656434,17640,,,,,,,,ngsl_sfi_31k,
clammy,clammy,18043,1.656269,17641,,,,,,,,ngsl_sfi_31k,
crofter,crofter,18044,1.656105,17642,,,,,,,,ngsl_sfi_31k,
tenner,tenner,18045,1.655941,17643,,,,,,,,ngsl_sfi_31k,
wariness,wariness,18046,1.655777,17644,,,,,,,,ngsl_sfi_31k,
decouple,decouple,18047,1.655612,17645,,,,,,,,ngsl_sfi_31k,
ineptitude,ineptitude,18048,1.655448,17646,,,,,,,,ngsl_sfi_31k,
lithography,lithography,18049,1.655284,17647,,,,,,,,ngsl_sfi_31k,
sunspot,sunspot,18050,1.655119,17648,,,,,,,,ngsl_sfi_31k,
miscellany,miscellany,18051,1.654955,17649,,,,,,,,ngsl_sfi_31k,
infernal,infernal,18052,1.654791,17650,,,,,,,,ngsl_sfi_31k,
evidential,evidential,18053,1.654627,17651,,,,,,,,ngsl_sfi_31k,
embarrassingly,embarrassingly,18054,1.654463,17652,,,,,,,,ngsl_sfi_31k,
moonlit,moonlit,18055,1.654298,17653,,,,,,,,ngsl_sfi_31k,
meself,meself,18056,1.654134,17654,,,,,,,,ngsl_sfi_31k,
unbind,unbind,18057,1.653970,17655,,,,,,,,ngsl_sfi_31k,
cleanser,cleanser,18058,1.653806,17656,,,,,,,,ngsl_sfi_31k,
combinatorial,combinatorial,18059,1.653642,17657,,,,,,,,ngsl_sfi_31k,
unceremoniously,unceremoniously,18060,1.653477,17658,,,,,,,,ngsl_sfi_31k,
samurai,samurai,18061,1.653313,17659,,,,,,,,ngsl_sfi_31k,
shank,shank,18062,1.653149,17660,,,,,,,,ngsl_sfi_31k,
unenforceable,unenforceable,18063,1.652985,17661,,,,,,,,ngsl_sfi_31k,
hydration,hydration,18064,1.652821,17662,,,,,,,,ngsl_sfi_31k,
stork,stork,18065,1.652657,17663,,,,,,,,ngsl_sfi_31k,
unassailable,unassailable,18066,1.652493,17664,,,,,,,,ngsl_sfi_31k,
underrepresent,underrepresent,18067,1.652329,17665,,,,,,,,ngsl_sfi_31k,
chad,chad,18068,1.652164,17666,,,,,,,,ngsl_sfi_31k,
phylum,phylum,18069,1.652000,17667,,,,,,,,ngsl_sfi_31k,
silicate,silicate,18070,1.651836,17668,,,,,,,,ngsl_sfi_31k,
indoctrinate,indoctrinate,18071,1.651672,17669,,,,,,,,ngsl_sfi_31k,
esprit,esprit,18072,1.651508,17670,,,,,,,,ngsl_sfi_31k,
misidentify,misidentify,18073,1.651448,27347,,,,,,996,,ngsl_sfi_31k;tsl_1.2,
transcriptional,transcriptional,18074,1.651344,17671,,,,,,,,ngsl_sfi_31k,
equanimity,equanimity,18075,1.651180,17672,,,,,,,,ngsl_sfi_31k,
rhinoceros,rhinoceros,18076,1.651016,17673,,,,,,,,ngsl_sfi_31k,
colossus,colossus,18077,1.650852,17674,,,,,,,,ngsl_sfi_31k,
expansionist,expansionist,18078,1.650688,17675,,,,,,,,ngsl_sfi_31k,
snobbish,snobbish,18079,1.650524,17676,,,,,,,,ngsl_sfi_31k,
fecundity,fecundity,18080,1.650360,17677,,,,,,,,ngsl_sfi_31k,
wastewater,wastewater,18081,1.650196,17678,,,,,,,,ngsl_sfi_31k,
malformation,malformation,18082,1.650032,17679,,,,,,,,ngsl_sfi_31k,
ubiquity,ubiquity,18083,1.649868,17680,,,,,,,,ngsl_sfi_31k,
microelectronic,microelectronic,18084,1.649704,17681,,,,,,,,ngsl_sfi_31k,
overwrite,overwrite,18085,1.649540,17682,,,,,,,,ngsl_sfi_31k,
unconscionable,unconscionable,18086,1.649376,17683,,,,,,,,ngsl_sfi_31k,
cleat,cleat,18087,1.649212,17684,,,,,,,,ngsl_sfi_31k,
vastness,vastness,18088,1.649048,17685,,,,,,,,ngsl_sfi_31k,
mineralization,mineralization,18089,1.648885,17686,,,,,,,,ngsl_sfi_31k,
baptistery,baptistery,18090,1.648721,17687,,,,,,,,ngsl_sfi_31k,
reportage,reportage,18091,1.648557,17688,,,,,,,,ngsl_sfi_31k,
siesta,siesta,18092,1.648393,17689,,,,,,,,ngsl_sfi_31k,
cognitively,cognitively,18093,1.648229,17690,,,,,,,,ngsl_sfi_31k,
expensively,expensively,18094,1.648065,17691,,,,,,,,ngsl_sfi_31k,
staccato,staccato,18095,1.647901,17692,,,,,,,,ngsl_sfi_31k,
parasol,parasol,18096,1.647738,17693,,,,,,,,ngsl_sfi_31k,
nirvana,nirvana,18097,1.647574,17694,,,,,,,,ngsl_sfi_31k,
expressionism,expressionism,18098,1.647410,17695,,,,,,,,ngsl_sfi_31k,
astrophysicist,astrophysicist,18099,1.647246,17696,,,,,,,,ngsl_sfi_31k,
bulimia,bulimia,18100,1.647082,17697,,,,,,,,ngsl_sfi_31k,
mettle,mettle,18101,1.646918,17698,,,,,,,,ngsl_sfi_31k,
megahertz,megahertz,18102,1.646755,17699,,,,,,,,ngsl_sfi_31k,
plonk,plonk,18103,1.646591,17700,,,,,,,,ngsl_sfi_31k,
polyunsaturated,polyunsaturated,18104,1.646427,17701,,,,,,,,ngsl_sfi_31k,
prow,prow,18105,1.646263,17702,,,,,,,,ngsl_sfi_31k,
drifter,drifter,18106,1.646100,17703,,,,,,,,ngsl_sfi_31k,
refocus,refocus,18107,1.645936,17704,,,,,,,,ngsl_sfi_31k,
shush,shush,18108,1.645772,17705,,,,,,,,ngsl_sfi_31k,
bower,bower,18109,1.645608,17706,,,,,,,,ngsl_sfi_31k,
defray,defray,18110,1.645445,17707,,,,,,,,ngsl_sfi_31k,
cacao,cacao,18111,1.645281,17708,,,,,,,,ngsl_sfi_31k,
unacceptably,unacceptably,18112,1.645117,17709,,,,,,,,ngsl_sfi_31k,
resiliency,resiliency,18113,1.644954,17710,,,,,,,,ngsl_sfi_31k,
skimp,skimp,18114,1.644790,17711,,,,,,,,ngsl_sfi_31k,
statuary,statuary,18115,1.644626,17712,,,,,,,,ngsl_sfi_31k,
prefabricate,prefabricate,18116,1.644463,17713,,,,,,,,ngsl_sfi_31k,
homeopathy,homeopathy,18117,1.644299,17714,,,,,,,,ngsl_sfi_31k,
robustly,robustly,18118,1.644135,17715,,,,,,,,ngsl_sfi_31k,
filer,filer,18119,1.643972,17716,,,,,,,,ngsl_sfi_31k,
powdery,powdery,18120,1.643808,17717,,,,,,,,ngsl_sfi_31k,
guardianship,guardianship,18121,1.643645,17718,,,,,,,,ngsl_sfi_31k,
vibrancy,vibrancy,18122,1.643481,17719,,,,,,,,ngsl_sfi_31k,
infomercial,infomercial,18123,1.643317,17720,,,,,,,,ngsl_sfi_31k,
pollinate,pollinate,18124,1.643154,17721,,,,,,,,ngsl_sfi_31k,
lusty,lusty,18125,1.642990,17722,,,,,,,,ngsl_sfi_31k,
taciturn,taciturn,18126,1.642827,17723,,,,,,,,ngsl_sfi_31k,
generically,generically,18127,1.642663,17724,,,,,,,,ngsl_sfi_31k,
testator,testator,18128,1.642500,17725,,,,,,,,ngsl_sfi_31k,
athleticism,athleticism,18129,1.642336,17726,,,,,,,,ngsl_sfi_31k,
judiciously,judiciously,18130,1.642172,17727,,,,,,,,ngsl_sfi_31k,
mucous,mucous,18131,1.642009,17728,,,,,,,,ngsl_sfi_31k,
ostracize,ostracize,18132,1.641845,17729,,,,,,,,ngsl_sfi_31k,
liquefy,liquefy,18133,1.641682,17730,,,,,,,,ngsl_sfi_31k,
upswing,upswing,18134,1.641518,17731,,,,,,,,ngsl_sfi_31k,
alliteration,alliteration,18135,1.641355,17732,,,,,,,,ngsl_sfi_31k,
birthrate,birthrate,18136,1.641192,17733,,,,,,,,ngsl_sfi_31k,
magnetosphere,magnetosphere,18137,1.641028,17734,,,,,,,,ngsl_sfi_31k,
missive,missive,18138,1.640865,17735,,,,,,,,ngsl_sfi_31k,
conflagration,conflagration,18139,1.640701,17736,,,,,,,,ngsl_sfi_31k,
wintertime,wintertime,18140,1.640538,17737,,,,,,,,ngsl_sfi_31k,
eyepiece,eyepiece,18141,1.640374,17738,,,,,,,,ngsl_sfi_31k,
reverend,reverend,18142,1.640211,17739,,,,,,,,ngsl_sfi_31k,
ornamentation,ornamentation,18143,1.640047,17740,,,,,,,,ngsl_sfi_31k,
unseal,unseal,18144,1.639884,17741,,,,,,,,ngsl_sfi_31k,
corporatism,corporatism,18145,1.639721,17742,,,,,,,,ngsl_sfi_31k,
matte,matte,18146,1.639557,17743,,,,,,,,ngsl_sfi_31k,
mortally,mortally,18147,1.639394,17744,,,,,,,,ngsl_sfi_31k,
putty,putty,18148,1.639231,17745,,,,,,,,ngsl_sfi_31k,
stylistically,stylistically,18149,1.639067,17746,,,,,,,,ngsl_sfi_31k,
freeman,freeman,18150,1.638904,17747,,,,,,,,ngsl_sfi_31k,
calligraphy,calligraphy,18151,1.638741,17748,,,,,,,,ngsl_sfi_31k,
contrarian,contrarian,18152,1.638577,17749,,,,,,,,ngsl_sfi_31k,
omnipotent,omnipotent,18153,1.638414,17750,,,,,,,,ngsl_sfi_31k,
phenomenally,phenomenally,18154,1.638251,17751,,,,,,,,ngsl_sfi_31k,
retest,retest,18155,1.638087,17752,,,,,,,,ngsl_sfi_31k,
hawthorn,hawthorn,18156,1.637924,17753,,,,,,,,ngsl_sfi_31k,
vacationer,vacationer,18157,1.637761,17754,,,,,,,,ngsl_sfi_31k,
indomitable,indomitable,18158,1.637597,17755,,,,,,,,ngsl_sfi_31k,
watertight,watertight,18159,1.637434,17756,,,,,,,,ngsl_sfi_31k,
doubtfully,doubtfully,18160,1.637271,17757,,,,,,,,ngsl_sfi_31k,
wickedly,wickedly,18161,1.637108,17758,,,,,,,,ngsl_sfi_31k,
fatalism,fatalism,18162,1.636945,17759,,,,,,,,ngsl_sfi_31k,
inimical,inimical,18163,1.636781,17760,,,,,,,,ngsl_sfi_31k,
apothecary,apothecary,18164,1.636618,17761,,,,,,,,ngsl_sfi_31k,
systolic,systolic,18165,1.636455,17762,,,,,,,,ngsl_sfi_31k,
unadorned,unadorned,18166,1.636292,17763,,,,,,,,ngsl_sfi_31k,
twister,twister,18167,1.636129,17764,,,,,,,,ngsl_sfi_31k,
airship,airship,18168,1.635965,17765,,,,,,,,ngsl_sfi_31k,
arbor,arbor,18169,1.635802,17766,,,,,,,,ngsl_sfi_31k,
refract,refract,18170,1.635639,17767,,,,,,,,ngsl_sfi_31k,
congestive,congestive,18171,1.635476,17768,,,,,,,,ngsl_sfi_31k,
nontraditional,nontraditional,18172,1.635313,17769,,,,,,,,ngsl_sfi_31k,
chortle,chortle,18173,1.635150,17770,,,,,,,,ngsl_sfi_31k,
starlet,starlet,18174,1.634986,17771,,,,,,,,ngsl_sfi_31k,
llama,llama,18175,1.634823,17772,,,,,,,,ngsl_sfi_31k,
vehemence,vehemence,18176,1.634660,17773,,,,,,,,ngsl_sfi_31k,
ambiance,ambiance,18177,1.634497,17774,,,,,,,,ngsl_sfi_31k,
secularization,secularization,18178,1.634334,17775,,,,,,,,ngsl_sfi_31k,
cohabitation,cohabitation,18179,1.634171,17776,,,,,,,,ngsl_sfi_31k,
epidermal,epidermal,18180,1.634008,17777,,,,,,,,ngsl_sfi_31k,
musicologist,musicologist,18181,1.633845,17778,,,,,,,,ngsl_sfi_31k,
salivary,salivary,18182,1.633682,17779,,,,,,,,ngsl_sfi_31k,
positron,positron,18183,1.633519,17780,,,,,,,,ngsl_sfi_31k,
approbation,approbation,18184,1.633356,17781,,,,,,,,ngsl_sfi_31k,
tryout,tryout,18185,1.633193,17782,,,,,,,,ngsl_sfi_31k,
chamois,chamois,18186,1.633030,17783,,,,,,,,ngsl_sfi_31k,
ambulatory,ambulatory,18187,1.632867,17784,,,,,,,,ngsl_sfi_31k,
diehard,diehard,18188,1.632704,17785,,,,,,,,ngsl_sfi_31k,
confusingly,confusingly,18189,1.632541,17786,,,,,,,,ngsl_sfi_31k,
salacious,salacious,18190,1.632378,17787,,,,,,,,ngsl_sfi_31k,
isthmus,isthmus,18191,1.632215,17788,,,,,,,,ngsl_sfi_31k,
bigwig,bigwig,18192,1.632052,17789,,,,,,,,ngsl_sfi_31k,
freestanding,freestanding,18193,1.631889,17790,,,,,,,,ngsl_sfi_31k,
stalker,stalker,18194,1.631726,17791,,,,,,,,ngsl_sfi_31k,
delineation,delineation,18195,1.631563,17792,,,,,,,,ngsl_sfi_31k,
feebly,feebly,18196,1.631400,17793,,,,,,,,ngsl_sfi_31k,
ringer,ringer,18197,1.631237,17794,,,,,,,,ngsl_sfi_31k,
ejaculation,ejaculation,18198,1.631074,17795,,,,,,,,ngsl_sfi_31k,
hyena,hyena,18199,1.630911,17796,,,,,,,,ngsl_sfi_31k,
triumphal,triumphal,18200,1.630749,17797,,,,,,,,ngsl_sfi_31k,
architecturally,architecturally,18201,1.630586,17798,,,,,,,,ngsl_sfi_31k,
unavoidably,unavoidably,18202,1.630423,17799,,,,,,,,ngsl_sfi_31k,
politburo,politburo,18203,1.630260,17800,,,,,,,,ngsl_sfi_31k,
lighthearted,lighthearted,18204,1.630097,17801,,,,,,,,ngsl_sfi_31k,
contrite,contrite,18205,1.629934,17802,,,,,,,,ngsl_sfi_31k,
stratigraphy,stratigraphy,18206,1.629771,17803,,,,,,,,ngsl_sfi_31k,
socialite,socialite,18207,1.629609,17804,,,,,,,,ngsl_sfi_31k,
topmost,topmost,18208,1.629446,17805,,,,,,,,ngsl_sfi_31k,
histrionic,histrionic,18209,1.629283,17806,,,,,,,,ngsl_sfi_31k,
airflow,airflow,18210,1.629120,17807,,,,,,,,ngsl_sfi_31k,
chainsaw,chainsaw,18211,1.628957,17808,,,,,,,,ngsl_sfi_31k,
blowout,blowout,18212,1.628795,17809,,,,,,,,ngsl_sfi_31k,
foist,foist,18213,1.628632,17810,,,,,,,,ngsl_sfi_31k,
scandalize,scandalize,18214,1.628469,17811,,,,,,,,ngsl_sfi_31k,
sleaze,sleaze,18215,1.628306,17812,,,,,,,,ngsl_sfi_31k,
arabesque,arabesque,18216,1.628144,17813,,,,,,,,ngsl_sfi_31k,
habituation,habituation,18217,1.627981,17814,,,,,,,,ngsl_sfi_31k,
chive,chive,18218,1.627818,17815,,,,,,,,ngsl_sfi_31k,
burgh,burgh,18219,1.627656,17816,,,,,,,,ngsl_sfi_31k,
invalidity,invalidity,18220,1.627493,17817,,,,,,,,ngsl_sfi_31k,
patty,patty,18221,1.627330,17818,,,,,,,,ngsl_sfi_31k,
insufficiency,insufficiency,18222,1.627167,17819,,,,,,,,ngsl_sfi_31k,
cataclysmic,cataclysmic,18223,1.627005,17820,,,,,,,,ngsl_sfi_31k,
verifier,verifier,18224,1.626842,17821,,,,,,,,ngsl_sfi_31k,
obediently,obediently,18225,1.626679,17822,,,,,,,,ngsl_sfi_31k,
honorably,honorably,18226,1.626517,17823,,,,,,,,ngsl_sfi_31k,
sachet,sachet,18227,1.626354,17824,,,,,,,,ngsl_sfi_31k,
eyeglasses,eyeglasses,18228,1.626192,17825,,,,,,,,ngsl_sfi_31k,
uncooperative,uncooperative,18229,1.626029,17826,,,,,,,,ngsl_sfi_31k,
birdsong,birdsong,18230,1.625866,17827,,,,,,,,ngsl_sfi_31k,
dilation,dilation,18231,1.625704,17828,,,,,,,,ngsl_sfi_31k,
hothouse,hothouse,18232,1.625541,17829,,,,,,,,ngsl_sfi_31k,
weedy,weedy,18233,1.625379,17830,,,,,,,,ngsl_sfi_31k,
hilarity,hilarity,18234,1.625216,17831,,,,,,,,ngsl_sfi_31k,
rewire,rewire,18235,1.625053,17832,,,,,,,,ngsl_sfi_31k,
basaltic,basaltic,18236,1.624891,17833,,,,,,,,ngsl_sfi_31k,
hoi,hoi,18237,1.624728,17834,,,,,,,,ngsl_sfi_31k,
funnily,funnily,18238,1.624566,17835,,,,,,,,ngsl_sfi_31k,
disorientate,disorientate,18239,1.624403,17836,,,,,,,,ngsl_sfi_31k,
alacrity,alacrity,18240,1.624241,17837,,,,,,,,ngsl_sfi_31k,
sidetrack,sidetrack,18241,1.624078,17838,,,,,,,,ngsl_sfi_31k,
sinuous,sinuous,18242,1.623916,17839,,,,,,,,ngsl_sfi_31k,
arthritic,arthritic,18243,1.623753,17840,,,,,,,,ngsl_sfi_31k,
unconfirmed,unconfirmed,18244,1.623591,17841,,,,,,,,ngsl_sfi_31k,
operationalize,operationalize,18245,1.623428,17842,,,,,,,,ngsl_sfi_31k,
hock,hock,18246,1.623266,17843,,,,,,,,ngsl_sfi_31k,
unawares,unawares,18247,1.623103,17844,,,,,,,,ngsl_sfi_31k,
instigation,instigation,18248,1.622941,17845,,,,,,,,ngsl_sfi_31k,
subjugation,subjugation,18249,1.622779,17846,,,,,,,,ngsl_sfi_31k,
accusative,accusative,18250,1.622616,17847,,,,,,,,ngsl_sfi_31k,
exceptionalism,exceptionalism,18251,1.622454,17848,,,,,,,,ngsl_sfi_31k,
hairdo,hairdo,18252,1.622291,17849,,,,,,,,ngsl_sfi_31k,
melancholic,melancholic,18253,1.622129,17850,,,,,,,,ngsl_sfi_31k,
monomer,monomer,18254,1.621966,17851,,,,,,,,ngsl_sfi_31k,
goldsmith,goldsmith,18255,1.621804,17852,,,,,,,,ngsl_sfi_31k,
dystrophy,dystrophy,18256,1.621642,17853,,,,,,,,ngsl_sfi_31k,
fiberglass,fiberglass,18257,1.621479,17854,,,,,,,,ngsl_sfi_31k,
bioethic,bioethic,18258,1.621317,17855,,,,,,,,ngsl_sfi_31k,
orthographic,orthographic,18259,1.621155,17856,,,,,,,,ngsl_sfi_31k,
firecracker,firecracker,18260,1.620992,17857,,,,,,,,ngsl_sfi_31k,
impugn,impugn,18261,1.620830,17858,,,,,,,,ngsl_sfi_31k,
spongy,spongy,18262,1.620668,17859,,,,,,,,ngsl_sfi_31k,
tangerine,tangerine,18263,1.620505,17860,,,,,,,,ngsl_sfi_31k,
barbarous,barbarous,18264,1.620343,17861,,,,,,,,ngsl_sfi_31k,
assuredly,assuredly,18265,1.620181,17862,,,,,,,,ngsl_sfi_31k,
fractionally,fractionally,18266,1.620019,17863,,,,,,,,ngsl_sfi_31k,
castration,castration,18267,1.619856,17864,,,,,,,,ngsl_sfi_31k,
exhume,exhume,18268,1.619694,17865,,,,,,,,ngsl_sfi_31k,
aimless,aimless,18269,1.619532,17866,,,,,,,,ngsl_sfi_31k,
lambda,lambda,18270,1.619369,17867,,,,,,,,ngsl_sfi_31k,
pacifism,pacifism,18271,1.619207,17868,,,,,,,,ngsl_sfi_31k,
aeronautical,aeronautical,18272,1.619045,17869,,,,,,,,ngsl_sfi_31k,
traceable,traceable,18273,1.618883,17870,,,,,,,,ngsl_sfi_31k,
treacle,treacle,18274,1.618721,17871,,,,,,,,ngsl_sfi_31k,
remover,remover,18275,1.618558,17872,,,,,,,,ngsl_sfi_31k,
aplomb,aplomb,18276,1.618396,17873,,,,,,,,ngsl_sfi_31k,
copulate,copulate,18277,1.618234,17874,,,,,,,,ngsl_sfi_31k,
deprave,deprave,18278,1.618072,17875,,,,,,,,ngsl_sfi_31k,
landholding,landholding,18279,1.617910,17876,,,,,,,,ngsl_sfi_31k,
overeat,overeat,18280,1.617748,17877,,,,,,,,ngsl_sfi_31k,
atoll,atoll,18281,1.617585,17878,,,,,,,,ngsl_sfi_31k,
goblin,goblin,18282,1.617423,17879,,,,,,,,ngsl_sfi_31k,
bane,bane,18283,1.617261,17880,,,,,,,,ngsl_sfi_31k,
